type,year,condition,length_ft,beam_ft,hullMaterial,fuelType,numEngines,totalHP,price
1,2019,1,18,16.13,9,3,1,0,28468
1,2000,2,32,16.13,1,1,1,0,119000
1,2003,2,18,16.13,1,3,1,0,8500
1,2014,2,23,16.13,1,3,1,0,69999
1,2019,2,24.09,8,1,1,1,0,139900
1,2019,1,20,16.13,2,3,1,0,22699
1,2007,2,18.03,7.02,1,1,1,0,13900
1,2015,2,43,12,1,1,1,0,439995
1,2017,2,15.1,6,1,1,1,0,13995
1,2019,1,20,16.13,2,3,1,0,38255
1,2000,2,20,16.13,1,3,1,0,13999
1,2019,1,20,16.13,9,3,1,0,39410
1,2019,2,21.01,8,1,1,1,0,49222
1,2019,1,23,16.13,2,3,1,0,57995
1,2001,2,41,13.1,1,1,1,0,109900
1,2008,2,42.07,12.08,1,2,1,0,258995
1,2019,1,16,16.13,9,3,1,0,10999
1,2019,1,11.67,16.13,1,1,1,0,13980
1,2018,1,25,16.13,9,3,1,0,54990
1,2020,1,24,16.13,9,3,1,0,59099
1,2018,2,13,16.13,9,3,1,0,19999
1,1999,2,21,16.13,9,3,1,0,12200
1,1992,2,22,16.13,9,3,1,0,5995
1,2019,1,23,16.13,2,3,1,0,47652
1,2018,1,19,8,1,1,1,0,37899
1,2019,1,25,16.13,9,3,1,0,73098
1,1989,2,19,16.13,9,3,1,0,4995
1,2020,1,20,16.13,9,3,1,0,23180
1,2019,1,22,16.13,1,3,1,0,63999
1,2020,1,26,16.13,1,3,1,0,116900
1,2009,2,24,16.13,9,3,1,0,39995
1,2020,1,23,16.13,9,3,1,0,95047
1,2020,1,28,16.13,9,3,1,0,166260
1,2010,2,23,16.13,2,3,1,0,18999
1,2019,1,18,16.13,1,3,1,0,34200
1,2007,2,27,16.13,1,3,1,0,24995
1,2011,2,14,16.13,9,3,1,0,3795
1,2020,1,20,16.13,2,3,1,0,35895
1,2019,1,19.02,8,1,1,1,0,38599
1,2019,1,21,16.13,9,3,1,0,46990
1,2019,1,22,16.13,9,3,1,0,23999
1,1987,2,25,16.13,9,3,1,0,9999
1,2020,1,24,16.13,9,3,1,0,69399
1,2019,1,17,16.13,9,3,1,0,29999
1,1990,2,29.08,10,1,1,1,0,18900
1,2018,1,20,16.13,9,3,1,0,3547
1,2018,2,21,16.13,1,3,1,0,42995
1,2006,2,16,16.13,2,3,1,0,8995
1,2019,1,20,16.13,9,3,1,0,73271
1,2017,1,23,16.13,9,3,1,0,20999
1,2020,1,22,16.13,9,3,1,0,70349
1,2016,2,19,16.13,9,3,1,0,21995
1,2019,1,13,16.13,9,3,1,0,2199
1,2019,1,23,16.13,9,3,1,0,79500
1,2011,2,22,16.13,9,3,1,0,19999
1,2006,2,44,14,1,1,1,0,199900
1,2007,1,29,16.13,1,3,1,0,69995
1,1998,2,25,16.13,1,3,1,0,16000
1,2001,2,18,16.13,9,3,1,0,12995
1,2019,1,62.5,8.07,1,1,1,0,53837
1,2003,1,24,16.13,9,3,1,0,13500
1,2020,1,17,16.13,9,3,1,0,20345
1,2015,2,18,16.13,2,3,1,0,27995
1,2016,1,16,16.13,9,3,1,0,16500
1,2007,2,22,8.5,1,1,1,0,28998
1,2018,2,27,16.13,1,3,1,0,155900
1,2018,1,18,16.13,9,3,1,0,27990
1,2019,1,19,16.13,1,3,1,0,45999
1,2019,1,23.05,8.03,1,1,1,0,89959
1,2019,1,23,16.13,2,3,1,0,455000
1,2018,2,38,16.13,1,3,1,0,350000
1,2018,1,24,16.13,9,3,1,0,25999
1,2014,2,24,8.06,1,1,1,0,55900
1,2008,2,17,16.13,9,3,1,0,14995
1,2013,2,18.6,7.06,1,1,1,0,19995
1,2002,2,18.5,8,1,1,1,0,8995
1,2013,1,21,16.13,9,3,1,0,29900
1,1986,2,27,16.13,9,3,1,0,3490
1,2012,2,35,16.13,9,3,1,0,167980
1,2020,1,11,16.13,9,3,1,0,2199
1,2017,2,20,16.13,9,3,1,0,26995
1,2020,1,17,16.13,9,3,1,0,32826
1,2015,2,17,16.13,9,3,1,0,16995
1,2019,1,19,16.13,9,3,1,0,36499
1,2005,2,22,16.13,9,3,1,0,48500
1,2019,1,21,16.13,9,3,1,0,26985
1,2019,1,18,16.13,9,3,1,0,24990
1,2009,2,24,8.6,1,1,1,0,39999
1,2018,1,16,16.13,2,3,1,0,14990
1,2019,1,17,16.13,9,3,1,0,27990
1,2019,1,18,16.13,9,3,1,0,18900
1,2017,2,16,16.13,9,3,1,0,13495
1,2020,1,19,16.13,9,3,1,0,22115
1,2019,1,20,16.13,9,3,1,0,105000
1,2015,2,16,6.08,1,1,1,0,9999
1,2014,2,22,16.13,9,3,1,0,69995
1,1991,2,18,16.13,9,3,1,0,2999
1,1995,2,16,16.13,9,3,1,0,24995
1,2019,1,20,16.13,9,3,1,0,9000
1,2009,2,24,16.13,1,3,1,0,35995
1,2019,1,15,16.13,9,3,1,0,20990
1,1990,2,20,16.13,9,3,1,0,3495
1,2019,1,22,16.13,9,3,1,0,64341
1,2020,1,20,16.13,9,3,1,0,46424
1,2019,1,14,16.13,9,3,1,0,4250
1,2019,1,21,16.13,9,3,1,0,39990
1,2011,2,18,16.13,9,3,1,0,11995
1,1997,2,28,16.13,9,3,1,0,12995
1,2020,1,20,16.13,9,3,1,0,31783
1,2020,1,20,16.13,1,3,1,0,50520
1,2019,1,20,16.13,2,3,1,0,21555
1,2019,1,16,16.13,9,3,1,0,24904
1,2020,1,24,16.13,1,3,1,0,141890
1,2019,1,20,16.13,9,3,1,0,20999
1,2008,2,17,8.06,1,1,1,0,8900
1,2001,2,25,16.13,9,3,1,0,14999
1,2013,2,26,16.13,2,3,1,0,44995
1,2018,2,23,16.13,9,3,1,0,48202
1,2019,1,20,16.13,1,3,1,0,37995
1,2006,2,20.08,8,1,1,1,0,14995
1,2006,2,21,16.13,9,3,1,0,25995
1,2019,2,25,16.13,9,3,1,0,79990
1,2016,2,28,8.05,1,1,1,0,114999
1,2019,1,25.03,8.05,2,1,1,0,46995
1,2020,1,21,16.13,9,3,1,0,48246
1,2017,1,15,16.13,9,3,1,0,21499
1,1992,2,29,16.13,1,3,1,0,15500
1,2005,2,26,16.13,9,3,1,0,18995
1,2019,1,25,16.13,9,3,1,0,37999
1,1989,2,18,16.13,9,3,1,0,1450
1,1997,2,70,16.13,9,3,1,0,495500
1,2007,1,18,16.13,1,3,1,0,10999
1,2019,1,19,16.13,9,3,1,0,27350
1,2007,2,24,16.13,1,3,1,0,37900
1,2019,1,25,16.13,9,3,1,0,94900
1,2007,2,18,16.13,1,3,1,0,3500
1,2019,1,25,16.13,9,3,1,0,69990
1,2020,1,11,16.13,9,3,1,0,899
1,2006,2,26,16.13,9,3,1,0,29999
1,1996,2,24,8.06,2,1,1,0,9999
1,2020,1,23,16.13,9,3,1,0,53732
1,2006,2,18,16.13,9,3,1,0,13900
1,2011,2,21,8.06,1,1,1,0,18995
1,1999,2,20,8.06,1,1,1,0,15999
1,2017,2,23.1,8.06,1,1,1,0,96999
1,2019,1,25,16.13,9,3,1,0,59999
1,2019,2,22,16.13,9,3,1,0,39900
1,1998,2,22,16.13,9,3,1,0,2499
1,2019,1,23,16.13,9,3,1,0,55990
1,2016,2,25,8.06,2,1,1,0,44995
1,2002,2,15,16.13,9,3,1,0,11500
1,2019,1,22,16.13,2,3,1,0,36225
1,2007,2,17,16.13,9,3,1,0,8500
1,2019,1,20,16.13,9,3,1,0,30975
1,2019,1,17,16.13,2,3,1,0,23495
1,2019,1,24.04,8.06,2,1,1,0,73188
1,2019,1,26.1,8.06,2,1,1,0,74980
1,1998,2,21,16.13,9,3,1,0,22500
1,2002,2,18,16.13,9,3,1,0,5995
1,2019,1,20,16.13,9,3,1,0,24990
1,2019,1,20,8.6,2,1,1,0,20594
1,2019,1,20,16.13,2,3,1,0,23575
1,2009,2,24,8.06,1,1,1,0,35999
1,2018,2,28.1,8.02,1,1,1,0,99900
1,2018,1,17,16.13,9,3,1,0,24990
1,2019,1,16,16.13,9,3,1,0,16499
1,2009,2,17,16.13,2,1,1,0,6995
1,2020,1,24,16.13,9,3,1,0,72500
1,2019,1,20,16.13,1,3,1,0,49420
1,2018,2,22,16.13,9,3,1,0,35995
1,1993,2,25,16.13,9,3,1,0,14990
1,2019,1,25,16.13,9,3,1,0,43996
1,2019,1,19.04,7.06,1,1,1,0,36995
1,2018,2,18,8,1,1,1,0,29900
1,2017,1,25,16.13,9,3,1,0,33999
1,2013,2,18,16.13,9,3,1,0,12995
1,2019,2,20,16.13,9,3,1,0,66900
1,2012,2,24,8.06,2,1,1,0,33500
1,2019,1,26,16.13,2,3,1,0,62995
1,2017,2,20,16.13,9,3,1,0,59995
1,2012,2,16,16.13,9,3,1,0,14995
1,2019,1,24.04,8.06,2,1,1,0,69825
1,2013,2,23.01,8.06,2,1,1,0,39998
1,2014,2,26,16.13,2,3,1,0,49995
1,1976,2,25,16.13,9,3,1,0,21995
1,1997,2,20,16.13,9,3,1,0,15995
1,2020,1,19,16.13,9,3,1,0,37383
1,2003,2,17,16.13,9,3,1,0,7995
1,2001,2,21,16.13,9,3,1,0,20143
1,2020,1,11,16.13,9,3,1,0,899
1,2019,1,18,16.13,2,3,1,0,14800
1,2016,2,24,16.13,2,3,1,0,49900
1,2018,2,24,16.13,2,3,1,0,39999
1,2020,1,23,16.13,9,3,1,0,61128
1,2015,2,18.04,7.09,1,1,1,0,18995
1,2018,1,24,16.13,9,3,1,0,28499
1,2009,2,52,16.13,9,3,1,0,249900
1,2015,2,22.05,8.06,2,1,1,0,36995
1,1998,2,24,8.06,1,1,1,0,15998
1,2011,2,17,16.13,2,3,1,0,12995
1,2003,2,23,16.13,9,3,1,0,16995
1,2020,1,26,16.13,1,3,1,0,102188
1,2019,1,23,16.13,2,3,1,0,53450
1,2020,1,22,16.13,9,3,1,0,44248
1,2019,1,26,16.13,2,3,1,0,79900
1,2000,2,23,16.13,1,3,1,0,16800
1,2017,2,24.02,8.6,2,1,1,0,22995
1,2016,2,17,16.13,9,3,1,0,18995
1,2019,1,24,8.06,2,1,1,0,59980
1,2005,2,25,8,2,1,1,0,19999
1,2019,1,23.03,8.05,2,1,1,0,32995
1,2018,1,16,16.13,9,3,1,0,24999
1,2019,1,19,16.13,2,3,1,0,24999
1,2019,1,16,16.13,2,3,1,0,13230
1,2010,2,22,16.13,1,3,1,0,45995
1,2019,1,23,16.13,9,3,1,0,36499
1,2016,2,19,8.06,1,1,1,0,36998
1,2018,2,25,16.13,1,3,1,0,57198
1,2010,2,21,8.5,1,1,1,0,39999
1,2019,1,20,16.13,2,3,1,0,22561
1,2019,1,20,16.13,1,3,1,0,46528
1,1996,2,22,16.13,9,3,1,0,15995
1,2020,1,20,16.13,1,3,1,0,76300
1,2019,1,21.04,8.06,2,1,1,0,48783
1,2016,2,25.05,8.06,2,1,1,0,44999
1,2015,2,24.03,8.06,1,1,1,0,74998
1,2018,1,18.8,8,1,1,1,0,23495
1,2019,2,23,16.13,2,3,1,0,45998
1,1999,2,20,16.13,9,3,1,0,10995
1,2019,1,21,16.13,9,3,1,0,44990
1,2019,1,11.67,16.13,1,1,1,0,13980
1,2001,2,18,8.06,1,1,1,0,12998
1,2005,2,19.06,8.06,1,1,1,0,13995
1,2019,1,22,16.13,9,3,1,0,30499
1,2019,1,20,16.13,9,3,1,0,50830
1,2012,2,26.08,8,1,1,1,0,32995
1,2019,1,22,16.13,1,3,1,0,141667
1,2019,1,25,16.13,9,3,1,0,79999
1,2020,1,22,16.13,9,3,1,0,70153
1,2019,1,17,16.13,2,3,1,0,21495
1,2010,2,20,16.13,9,3,1,0,24995
1,2012,2,277.9,8.06,2,1,1,0,52998
1,2016,2,17,16.13,9,3,1,0,15995
1,2002,2,18.06,8.02,1,1,1,0,13995
1,2015,2,16.11,8.06,1,1,1,0,16995
1,2008,2,20,7.09,1,1,1,0,14995
1,2005,2,18,7.05,1,1,1,0,14999
1,2019,1,17,16.13,2,3,1,0,35582
1,2019,1,17,16.13,2,3,1,0,22499
1,2019,1,18,16.13,9,3,1,0,29990
1,2019,1,23.11,8.6,2,1,1,0,56980
1,2019,1,28,16.13,2,3,1,0,179358
1,2016,2,22,16.13,9,3,1,0,68572
1,2019,1,13,16.13,9,3,1,0,3599
1,2019,2,25,16.13,9,3,1,0,49999
1,2016,2,36.1,11.4,1,1,1,0,269990
1,2002,2,20,16.13,1,3,1,0,13995
1,2020,1,22,16.13,9,3,1,0,48759
1,2019,1,21.11,8.06,2,1,1,0,39642
1,2008,2,29,16.13,9,3,1,0,62900
1,2017,2,22,16.13,9,3,1,0,49900
1,2018,2,24,8.06,1,1,1,0,69995
1,1994,2,21,16.13,9,3,1,0,14500
1,2012,2,25,8.06,1,1,1,0,44995
1,2008,2,21,16.13,9,3,1,0,20995
1,2019,1,18,16.13,2,3,1,0,23669
1,2020,1,22,16.13,9,3,1,0,45900
1,1984,2,17,16.13,2,3,1,0,10995
1,2019,1,18,16.13,2,3,1,0,30995
1,2019,1,21.1,8.06,2,1,1,0,30980
1,2008,2,29,16.13,1,3,1,0,62998
1,2001,2,17,16.13,9,3,1,0,6999
1,2019,1,19,16.13,1,3,1,0,47495
1,2019,1,16,16.13,9,3,1,0,9999
1,2020,1,22,16.13,9,3,1,0,46900
1,2018,1,28,16.13,9,3,1,0,29999
1,2019,1,25,16.13,2,3,1,0,33400
1,2019,1,24,16.13,1,3,1,0,75644
1,2020,1,19,16.13,9,3,1,0,22115
1,2016,2,22,16.13,9,3,1,0,87950
1,2018,1,23,16.13,2,3,1,0,40595
1,1998,2,18,16.13,1,3,1,0,7995
1,2018,2,29,9,1,1,1,0,124995
1,2019,1,24,16.13,2,3,1,0,41159
1,2019,1,20,16.13,2,3,1,0,23575
1,2014,2,20,16.13,9,3,1,0,32500
1,2004,2,19,16.13,9,3,1,0,13750
1,2013,2,20,16.13,9,3,1,0,21850
1,2019,1,23,16.13,2,3,1,0,66118
1,2019,1,20,16.13,2,3,1,0,36995
1,2009,2,19.05,8.06,1,1,1,0,4593
1,2019,1,23,16.13,9,3,1,0,57751
1,2019,1,21.3,8.06,1,1,1,0,39999
1,2018,1,28.04,8.06,2,1,1,0,89133
1,2019,2,28,8.06,1,1,1,0,99998
1,2019,1,22,16.13,9,3,1,0,60541
1,2018,2,21,16.13,9,3,1,0,38950
1,2020,1,24,16.13,9,3,1,0,78663
1,2019,1,22,16.13,2,3,1,0,34686
1,2019,1,24.05,8.06,2,1,1,0,52888
1,2018,2,23,16.13,9,3,1,0,36500
1,2019,1,19,16.13,2,3,1,0,22799
1,2015,1,20,16.13,9,3,1,0,16995
1,2018,2,21,7.1,1,1,1,0,63857
1,2020,1,20,16.13,9,3,1,0,29857
1,2019,1,21,8,1,1,1,0,50199
1,2020,1,29,16.13,9,3,1,0,203999
1,1999,1,20,16.13,9,3,1,0,12500
1,2016,2,20,16.13,9,3,1,0,19995
1,2020,1,18,16.13,9,3,1,0,38905
1,2019,1,19.04,8,2,1,1,0,49575
1,2019,1,16,16.13,2,3,1,0,20995
1,2018,2,27,16.13,9,3,1,0,129999
1,2017,2,25,16.13,9,3,1,0,58500
1,1992,2,18,16.13,9,3,1,0,6000
1,2019,1,18,16.13,2,3,1,0,33995
1,2019,1,22,8,2,1,1,0,52057
1,2020,1,24,16.13,9,3,1,0,73399
1,2010,2,20,8.42,1,1,1,225,24785
1,2020,1,20,16.13,9,3,1,0,43645
1,1995,2,31,16.13,1,3,1,0,39995
1,2013,2,22,8.06,1,1,1,0,47998
1,2018,2,19,16.13,9,3,1,0,22900
1,2006,2,33,16.13,1,3,1,0,89900
1,2019,1,23,16.13,1,3,1,0,63571
1,2020,1,16,16.13,9,3,1,0,22594
1,2014,2,27.03,8.06,1,1,1,0,64995
1,2019,1,22.1,8.06,2,1,1,0,43980
1,2015,2,36.1,11.4,1,1,1,0,227900
1,2008,2,21,8.3,1,1,1,0,26999
1,2019,1,24,102,9,3,1,0,53500
1,2009,2,17,16.13,9,3,1,0,9500
1,2005,2,23,16.13,9,3,1,0,17995
1,2003,2,20,16.13,1,3,1,0,19995
1,2019,1,19,16.13,2,3,1,0,25299
1,2019,1,22,16.13,9,3,1,0,24999
1,2019,1,16,16.13,9,3,1,0,4498
1,2019,1,22,16.13,9,3,1,0,68550
1,2019,1,16,16.13,9,3,1,0,11499
1,1985,2,18,8.06,1,1,1,0,6000
1,2018,1,15,16.13,9,3,1,0,14990
1,2004,2,22,9,1,3,1,0,24995
1,2019,2,22,16.13,9,3,1,0,29990
1,2020,1,27,16.13,9,3,1,0,147600
1,2018,2,30,16.13,1,1,1,0,135000
1,2009,2,27,16.13,9,3,1,0,57995
1,2019,1,20,16.13,1,3,1,0,39995
1,2017,2,24,16.13,9,3,1,0,42900
1,2020,2,21,16.13,1,3,1,0,78970
1,2016,2,19,16.13,9,3,1,0,21995
1,2019,1,22,98,1,3,1,0,79995
1,2014,1,20,16.13,9,3,1,0,44995
1,2019,1,18,16.13,9,3,1,0,26910
1,2017,2,19,7.06,1,1,1,0,35998
1,2014,2,29,9.08,1,1,1,0,109900
1,2020,1,23,16.13,2,3,1,0,40182
1,2019,2,19,16.13,1,3,1,0,46999
1,2005,1,20,16.13,9,3,1,0,6900
1,2016,2,20,16.13,1,3,1,0,45999
1,2019,1,25,16.13,2,3,1,0,51495
1,2020,1,16,16.13,9,3,1,0,22804
1,2019,1,20,16.13,1,3,1,0,52995
1,2008,2,25,16.13,1,3,1,0,33900
1,2019,1,10.92,16.13,1,1,1,0,9680
1,2019,2,18,16.13,1,3,1,0,33995
1,2018,1,27,16.13,9,3,1,0,65000
1,2019,1,26,16.13,2,3,1,0,76599
1,2019,1,24.05,8.06,2,1,1,0,79999
1,2010,2,29,9,1,1,1,0,87850
1,2018,1,18,16.13,9,3,1,0,27640
1,2019,1,22,86,2,3,1,0,35999
1,2020,1,20,16.13,9,3,1,0,29999
1,2019,1,18,16.13,2,3,1,0,28999
1,2018,2,19,8.02,1,1,1,0,30995
1,2008,2,22.09,8.05,1,1,1,0,17995
1,2019,1,16,16.13,9,3,1,0,11999
1,2020,1,29,16.13,9,3,1,0,199997
1,1977,2,19,16.13,9,3,1,0,7995
1,2005,2,27,16.13,1,3,1,0,85000
1,2001,2,21,8,1,1,1,0,14500
1,2020,1,20,16.13,9,3,1,0,36224
1,2020,1,22,16.13,1,3,1,0,58363
1,2019,1,21,16.13,9,3,1,0,26499
1,2019,1,18,16.13,9,3,1,0,27556
1,2018,1,17,16.13,2,3,1,0,36780
1,2019,1,19.02,8,1,1,1,0,35699
1,2019,1,22,16.13,9,3,1,0,29999
1,2009,2,11.04,8,1,1,1,0,6900
1,2016,2,21,8,1,1,1,0,29995
1,2013,2,23,16.13,1,3,1,0,53900
1,2009,2,22,16.13,9,3,1,0,36999
1,2020,1,24,16.13,9,3,1,0,42928
1,1998,2,25.09,8.06,2,1,1,0,9999
1,1997,2,27,16.13,1,3,1,0,31995
1,2019,1,22,98,1,3,1,0,79995
1,2019,1,23,16.13,9,3,1,0,54990
1,2008,2,22,16.13,1,1,1,0,17998
1,2018,2,16,16.13,9,3,1,0,7500
1,2020,1,24,16.13,9,3,1,0,53363
1,2019,2,24,16.13,9,3,1,0,123250
1,2015,2,39.06,12,1,2,1,0,399500
1,2001,2,20.03,16.13,1,1,1,0,16500
1,2019,1,22,16.13,2,3,1,0,39995
1,2017,1,25,16.13,9,3,1,0,39999
1,2019,1,24,16.13,1,3,1,0,87865
1,2020,1,21,16.13,9,3,1,0,38044
1,2017,2,19,16.13,9,3,1,0,23995
1,2016,2,24,16.13,9,3,1,0,24000
1,2019,1,21,16.13,1,3,1,0,48499
1,2019,1,20,16.13,1,3,1,0,69995
1,2019,1,16,16.13,9,3,1,0,23990
1,2020,1,23,16.13,9,3,1,0,42330
1,2019,1,22.11,8.6,2,1,1,0,39580
1,2002,2,20,16.13,9,3,1,0,13999
1,2019,1,13,16.13,9,3,1,0,3499
1,2007,2,19,16.13,9,3,1,0,11700
1,2019,1,16,16.13,9,3,1,0,3399
1,2020,1,18,16.13,1,3,1,0,37921
1,1996,2,20,16.13,9,3,1,0,5500
1,1994,2,21,16.13,9,3,1,0,999
1,2019,1,25,16.13,1,3,1,0,149999
1,2019,1,15,16.13,9,3,1,0,20045
1,2017,2,10,3,3,3,1,0,14495
1,2019,1,17,16.13,2,3,1,0,21995
1,2019,1,16,16.13,2,3,1,0,15995
1,1996,2,25,16.13,9,3,1,0,19995
1,2019,1,20,16.13,1,3,1,0,62895
1,2019,1,26,16.13,9,3,1,0,29990
1,1996,2,22,8.06,1,1,1,0,11900
1,2005,2,22,16.13,9,3,1,0,24995
1,2019,1,16,16.13,2,3,1,0,18995
1,2019,1,22,16.13,2,3,1,0,43839
1,2016,2,22,8.06,1,1,1,0,54998
1,2011,2,25,9,2,1,1,0,44998
1,2006,2,26,8.06,2,1,1,0,27998
1,2019,1,18,16.13,9,3,1,0,29720
1,2018,2,16.06,6.03,2,1,1,0,13995
1,2019,1,22.08,8.06,2,1,1,0,45938
1,1995,2,22,8.06,1,1,1,0,11995
1,2019,2,21.11,16.13,2,1,1,0,27995
1,2014,2,24,8.06,1,1,1,0,39995
1,2018,2,24,16.13,2,3,1,0,40798
1,2020,1,29,16.13,1,3,1,0,195182
1,2004,2,24,16.13,9,3,1,0,8478
1,2019,1,16,16.13,2,3,1,0,16995
1,2019,1,19,16.13,9,3,1,0,32724
1,2019,1,20,16.13,2,3,1,0,30975
1,2004,2,22,16.13,9,3,1,0,16995
1,2008,2,20,16.13,2,3,1,0,10495
1,2020,1,19,16.13,1,3,1,0,47999
1,2020,1,18,16.13,9,3,1,0,35862
1,2006,2,17,16.13,9,3,1,0,9995
1,2014,2,19,16.13,9,3,1,0,20999
1,2020,1,20,16.13,9,3,1,0,28707
1,2018,1,16,7,1,3,1,0,19995
1,2014,2,21.03,8.06,1,1,1,0,33900
1,2005,2,16,16.13,9,3,1,0,6995
1,2019,1,19,16.13,1,3,1,0,32499
1,2019,2,25,16.13,9,3,1,0,47000
1,2002,2,16,16.13,2,3,1,0,8999
1,1999,2,24,16.13,9,3,1,0,24995
1,2019,1,20,16.13,2,3,1,0,26949
1,2015,1,24,16.13,9,3,1,0,39999
1,2019,1,20,16.13,9,3,1,0,39990
1,2017,2,21,16.13,1,3,1,0,32900
1,1992,2,17,16.13,9,3,1,0,5995
1,2001,2,30,16.13,1,3,1,0,34700
1,2007,2,31,16.13,1,3,1,0,69900
1,2020,1,21,16.13,1,3,1,0,91233
1,2007,2,19,16.13,9,3,1,0,30493
1,2018,1,14,16.13,9,3,1,0,1950
1,2010,2,22,16.13,9,3,1,0,29900
1,2019,1,19,16.13,9,3,1,0,21499
1,2019,1,16,16.13,9,3,1,0,22990
1,2015,2,18,16.13,9,3,1,0,27500
1,1990,2,16,16.13,9,3,1,0,3750
1,2016,2,27,16.13,1,3,1,0,79990
1,2015,2,17,16.13,9,3,1,0,9450
1,2018,1,17,16.13,9,3,1,0,39999
1,2019,1,16,16.13,2,3,1,0,11495
1,2002,2,22.5,8.06,1,1,1,0,19999
1,2003,2,20,8,1,1,1,0,15900
1,2019,1,23,16.13,9,3,1,0,27999
1,2020,1,22,16.13,9,3,1,0,48759
1,2019,1,12,16.13,9,3,1,0,3199
1,1993,2,24,8.06,1,1,1,0,11900
1,2000,2,16,16.13,2,3,1,0,7999
1,2019,1,19,16.13,9,3,1,0,33495
1,2018,2,16,16.13,2,3,1,0,15995
1,2019,1,23.05,8.03,1,1,1,0,79234
1,2019,1,23,16.13,9,3,1,0,65500
1,2020,1,21,16.13,2,3,1,0,47853
1,2018,2,25,16.13,1,3,1,0,57999
1,2019,1,24.06,8.05,1,1,1,0,44995
1,2019,1,23,16.13,9,3,1,0,69490
1,2019,1,23,16.13,2,3,1,0,33200
1,2020,1,25,16.13,9,3,1,0,134902
1,2009,2,26,16.13,9,3,1,0,41500
1,2020,1,18,16.13,1,3,1,0,55000
1,2019,1,25,16.13,9,3,1,0,62995
1,2019,1,19,16.13,1,3,1,0,30995
1,2020,1,22,16.13,9,3,1,0,36633
1,2020,1,22,16.13,9,3,1,0,36987
1,2019,1,17,16.13,9,3,1,0,25990
1,1997,2,22,16.13,9,3,1,0,19995
1,1996,2,19,16.13,9,3,1,0,3250
1,1997,2,24,16.13,9,3,1,0,4999
1,2019,1,16,16.13,9,3,1,0,19499
1,2017,2,23.1,8.6,1,1,1,0,89888
1,2020,1,25,16.13,9,3,1,0,112252
1,2007,2,25,16.13,9,3,1,0,19995
1,1997,2,19,16.13,1,3,1,0,10900
1,2009,2,18,16.13,1,3,1,0,14995
1,2012,2,20,8.04,1,1,1,0,34999
1,2014,2,25.08,8.06,2,1,1,0,39998
1,2016,2,25,16.13,2,1,1,0,39999
1,2013,2,21,16.13,9,3,1,0,49901
1,1999,2,19,16.13,1,3,1,0,14999
1,2020,1,19,16.13,9,3,1,0,23285
1,2019,1,20,16.13,2,3,1,0,22699
1,2016,2,20,16.13,2,3,1,0,16995
1,2020,1,21,16.13,9,3,1,0,56999
1,1998,2,17,16.13,9,3,1,0,3995
1,2010,2,21,16.13,9,3,1,0,18900
1,2019,1,19,16.13,2,3,1,0,28680
1,2016,2,21,101,9,3,1,0,37900
1,2020,1,22,16.13,2,3,1,0,33490
1,1994,2,24,16.13,1,3,1,0,13800
1,2003,1,21,16.13,1,3,1,0,19999
1,2012,2,25,8.06,1,1,1,0,55000
1,2019,1,15,16.13,9,3,1,0,6975
1,2011,2,22,16.13,2,3,1,0,14795
1,2005,2,20,16.13,9,3,1,0,15995
1,2018,2,16,8,1,1,1,0,16995
1,2010,2,18,16.13,9,3,1,0,10900
1,2019,1,23,16.13,1,3,1,0,79900
1,2018,2,23,16.13,9,3,1,0,129900
1,2018,2,18,16.13,9,3,1,0,21450
1,2019,1,16.1,7.03,1,1,1,0,20995
1,2016,2,19.04,7.04,1,1,1,0,29995
1,2019,1,18,16.13,2,3,1,0,28995
1,2020,1,22,16.13,9,3,1,0,47543
1,2019,1,24,8.06,1,1,1,0,60899
1,2020,1,18,16.13,9,3,1,0,35560
1,2001,2,16,16.13,9,3,1,0,7995
1,2018,1,27,16.13,9,3,1,0,88900
1,2019,1,24,16.13,2,3,1,0,41522
1,2012,2,23,8.06,1,1,1,0,39999
1,2016,2,26,16.13,2,3,1,0,54999
1,2015,2,18.8,8.06,2,1,1,0,16995
1,2018,1,22,16.13,1,3,1,0,46999
1,2016,2,16,16.13,2,3,1,0,12395
1,2019,2,25,16.13,9,3,1,0,59900
1,2008,1,23,16.13,9,3,1,0,23995
1,2012,2,24,8.05,1,1,1,0,64998
1,2019,1,20,16.13,1,3,1,0,42995
1,2012,2,23,16.13,2,3,1,0,39999
1,2019,2,24,16.13,9,3,1,0,54800
1,2019,1,16,16.13,2,3,1,0,18995
1,1995,2,24,8,1,1,1,0,3500
1,2004,2,21,16.13,9,3,1,0,13850
1,2004,2,24,8.06,1,1,1,0,34998
1,1999,1,26,16.13,9,3,1,0,31995
1,2017,2,21,16.13,1,3,1,0,45995
1,2019,1,21,16.13,1,3,1,0,49999
1,2017,2,25,16.13,9,3,1,0,115000
1,2006,2,22,16.13,2,3,1,0,13999
1,2015,2,22,8.06,1,1,1,0,39995
1,2019,2,24,16.13,9,3,1,0,103400
1,2013,2,25,8.06,1,1,1,0,54900
1,2019,1,21,16.13,9,3,1,0,45990
1,2009,2,29,16.13,1,3,1,0,69995
1,2004,2,25,8.06,2,1,1,0,24998
1,2007,2,25,8.06,1,1,1,0,19999
1,2017,2,17,16.13,9,3,1,0,18000
1,2013,2,23,8.05,1,1,1,0,55999
1,2015,2,23,16.13,9,3,1,0,65995
1,2003,1,18,16.13,9,3,1,0,6500
1,2020,1,19,16.13,9,3,1,0,23846
