type,year,condition,length_ft,beam_ft,hullMaterial,fuelType,numEngines,totalHP,price
1,2008,2,37,12,1,1,2,750,169500
1,2019,1,17.67,7.67,2,1,1,75,22495
1,2014,2,21,8.5,1,1,1,150,39900
1,1994,2,40,13.5,1,1,2,0,69000
1,2019,1,21,8.33,1,1,1,250,41260
1,2019,1,21,8.33,1,1,1,250,41260
1,2019,1,21,8.33,1,1,1,250,41260
1,2005,2,34,13.25,1,1,2,500,129900
1,2018,1,21,8.33,1,0,1,250,36310
1,2018,1,21,8.5,1,1,1,0,77999
1,1992,2,28,9.08,1,1,1,415,14900
1,2017,2,18,7,1,1,1,200,52900
1,1995,2,16,7,2,1,1,40,3900
1,1986,2,22,8.5,1,1,1,260,12900
1,2004,2,16,7,2,1,1,60,9500
1,1999,2,17.5,16.13,1,1,1,0,9999
1,2013,2,16,7,2,1,1,60,12500
1,1984,2,17,16.13,1,1,1,0,4995
1,2012,2,22.17,7,2,1,1,150,25900
1,2018,1,19.5,7,2,0,1,60,21735
1,1950,2,47,12.67,4,2,1,238,249000
1,2019,1,23,8.42,1,1,2,300,82870
1,2019,1,21,8.5,1,1,1,250,58440
1,2019,1,18,7.75,1,1,1,115,32420
1,2019,1,18,9.42,1,1,1,115,33790
1,2009,2,24,1,1,1,1,250,38995
1,2019,1,21.17,7.92,1,1,1,250,53640
1,2012,2,116,24.58,3,2,3,7200,14000000
1,2016,1,23.25,8.5,1,1,1,0,79950
1,2003,2,22,8.5,1,1,1,0,25000
1,1988,2,25,9.5,1,1,2,500,39900
1,2017,1,19.83,7.83,1,0,1,200,27995
1,2019,1,17.33,7.5,1,1,1,115,28075
1,2007,2,17.5,8.5,2,1,1,70,8295
1,2001,2,21,8.67,3,1,1,150,13900
1,1959,2,16,16.13,4,1,1,0,24900
1,1986,2,34,16.13,1,1,2,540,6000
1,2019,1,41,18.67,1,1,4,1400,519740
1,2018,1,19.83,8.25,1,1,1,200,32322
1,2018,1,18.66,7.5,2,1,1,50,22438
1,2018,1,18.66,8.17,2,1,1,200,42965
1,2001,2,52,16.33,1,2,2,0,349000
1,2019,1,19.33,7.83,1,1,1,200,40545
1,2019,1,19.42,7.75,1,1,1,150,33980
1,2019,1,33.33,9.83,1,1,2,0,253495
1,2018,1,17.08,6.5,2,0,1,0,4879
1,2018,1,16.17,5.83,2,1,1,40,14045
1,2012,2,21,7.83,1,1,1,0,36000
1,2018,1,9.83,4.33,2,0,1,0,554
1,2018,1,11.92,4.33,2,0,1,0,604
1,2018,1,16.67,8.08,2,0,1,90,22690
1,2018,1,21.42,8.5,2,0,1,115,27040
1,2018,1,16.08,6,2,0,1,0,10150
1,2018,1,16.33,6,2,0,1,25,10365
1,2001,2,18,1.08,1,1,1,150,8300
1,2018,1,20.17,8,1,1,1,225,43225
1,2000,2,17.42,7.17,3,1,1,150,7500
1,2017,2,10,3.67,1,1,1,0,8500
1,2012,2,25,8.5,1,1,1,300,49000
1,2017,2,23.83,8.5,1,1,1,0,79950
1,1972,2,54,17,2,2,2,1600,225000
1,2005,2,17.08,7.33,1,1,1,135,12995
1,1996,2,18,16.13,1,1,1,0,3250
3,2018,1,12,2.58,9,0,1,0,650
1,1988,2,20,16.13,1,1,1,0,1999
1,1999,2,25,16.13,1,1,1,340,10800
1,1997,2,32,7,1,1,1,310,39900
1,1966,2,21,8,4,1,1,150,17500
1,2019,1,17.33,7.5,1,1,1,115,27075
1,1998,2,18,7.08,1,1,1,0,4999
1,2013,2,27,8.5,2,1,1,0,49999
1,2011,2,24,8.5,1,1,1,0,49999
1,2005,2,18,8,1,1,1,0,8999
1,1996,2,23,16.13,1,1,1,0,9999
1,1993,2,20,1,1,1,1,0,5999
1,2019,1,18.5,7.58,1,0,1,115,30700
1,1988,2,25,7.5,1,1,1,0,18900
1,2019,1,20,10.75,1,1,1,0,41390
1,2018,1,25.33,8.5,2,0,1,250,54275
1,2002,2,20,8,1,1,1,0,4995
1,2002,2,29,16.13,2,1,2,450,39995
1,2018,1,28,15.92,1,1,2,400,115790
1,2018,1,18.67,7.83,1,1,1,150,29590
1,2018,1,17.33,7.5,1,1,1,115,27170
1,2014,2,19.33,8.33,1,1,1,225,36900
1,2016,2,16.33,7.33,2,1,1,0,18470
1,2016,2,17.42,7.08,2,1,1,60,17500
1,2018,1,19.83,7.83,1,0,1,150,32145
1,2018,1,21.42,8.5,2,0,1,150,30065
1,2013,2,11,16.13,1,1,1,130,6495
1,2019,1,19.83,7.83,1,1,1,200,33180
1,2019,1,18.42,7.83,1,0,1,115,29275
1,2019,1,19.83,7.83,1,1,1,200,33595
1,2019,1,19.83,7.83,1,0,1,150,35130
1,2019,1,19.83,7.83,1,1,1,200,33130
1,2019,1,19.83,7.83,1,1,1,200,33595
1,2019,1,19.83,7.83,1,0,1,150,34765
1,2019,1,19.83,7.83,1,1,1,200,35195
1,2019,1,19.83,7.83,1,1,1,200,35195
1,2019,1,19.83,7.83,1,1,1,200,33595
1,2019,1,18.42,7.83,1,0,1,115,28260
1,2019,1,18.42,7.83,1,0,1,150,33795
1,2019,1,19.83,7.83,1,1,1,200,35195
1,2018,1,16,6.17,2,0,1,25,12045
1,2019,1,17.67,7.67,2,1,1,60,19545
1,2018,1,14,6,2,0,1,0,2734
1,2018,1,19.83,7.83,1,0,1,150,31925
1,2006,2,34,12,1,1,2,600,99500
1,2019,1,22.33,8.5,1,1,1,240,65439
1,2007,2,34,12.5,1,1,2,600,179000
1,2018,1,19.5,7,2,0,1,60,21290
1,2014,2,24,8.5,1,1,1,260,44900
1,2019,1,21.17,7.92,1,1,1,250,53640
1,2000,2,20.33,1,1,1,1,0,11999
1,1987,2,20.4,8,1,1,1,230,5095
1,1988,2,47,16,1,2,2,1420,349900
1,2019,1,22,8.25,2,1,1,115,25540
1,1988,2,28,8.5,1,1,2,540,11900
1,2005,2,30,8.5,1,1,2,500,69900
1,1970,2,24,1,2,1,2,400,47900
1,2010,2,44,1,1,1,2,450,109995
1,1989,2,25,1,1,1,2,0,6995
1,2007,2,52,15.5,1,2,2,980,449900
1,2019,1,23,16.13,1,1,1,200,81200
1,2019,1,19.83,7.83,1,1,1,200,34780
1,2018,1,19.83,8.25,1,1,1,200,43765
1,2018,1,19,8,1,1,1,0,32499
1,2018,1,24,8.5,1,1,1,0,70999
1,2018,1,24,8.5,1,1,1,0,64999
1,2018,1,21.25,8.5,1,1,2,0,56499
1,2018,1,19,8,1,1,1,0,29999
1,2006,2,25.42,8.5,1,1,1,0,22995
1,2019,1,19.83,7.83,1,0,1,150,35750
1,2019,1,21,8.33,1,1,1,250,43840
1,2018,1,18.83,7.75,1,0,1,150,33780
1,1975,2,42,15.75,1,2,2,970,59000
1,2019,1,19.83,7.83,1,0,1,150,34715
1,2015,2,26,8,2,1,1,250,37999
1,2000,2,17,6.83,1,1,1,190,10995
1,2000,2,21,8,1,1,1,150,12500
1,2006,2,29,11.33,1,1,2,750,79900
1,2006,2,27,8.5,1,1,1,260,22995
1,1994,2,19,1,2,1,1,90,5999
1,2018,1,21,8.42,2,1,1,200,35499
1,2016,2,20.17,8,1,1,1,225,40000
1,2019,1,21,8.33,1,1,1,250,41510
1,2012,2,19,7.75,1,1,1,150,24495
1,1989,2,31,11,1,1,2,520,15995
1,2018,1,10,3.83,2,0,1,0,549
1,2016,2,15,5.75,2,1,1,40,10500
1,2000,2,27,1,2,1,1,115,19999
1,2018,2,21,8.33,1,1,1,0,39595
1,2019,1,22,8.5,2,1,1,140,35995
1,2019,1,30,10,1,1,2,700,298000
1,2005,2,24,8.5,1,1,1,225,27500
1,2019,1,19.83,7.83,1,1,1,200,33595
1,2019,1,18.42,7.83,1,0,1,150,33925
1,2011,2,18.42,7.67,1,1,1,190,18500
2,2003,2,47,14,1,2,1,75,245000
1,2012,2,27,8.42,1,1,2,300,95900
1,2006,2,28,10,1,1,2,640,79995
1,2019,1,16,6,2,1,1,25,10535
1,1989,2,26,8.5,1,1,1,330,9900
1,2004,2,37,16.13,1,1,2,600,65900
2,1974,2,28,8.5,1,1,1,15,10000
1,1989,2,30,8.5,1,1,2,0,21900
1,1998,2,21,8.5,1,1,1,0,9900
1,1983,2,29,10.75,1,1,2,460,9995
1,1999,2,21,8.5,1,1,1,300,25000
1,2019,1,19.83,7.83,1,1,1,200,35445
1,1998,2,29,16.13,1,1,1,330,38250
1,2002,2,32,10.83,1,1,2,540,47995
1,2005,2,24,8.42,1,1,1,250,52500
1,2018,1,25,8.5,7,1,1,175,56180
1,1986,2,16,16.13,2,1,1,25,2999
1,2018,1,21,8.42,2,1,1,90,32986
1,2017,2,7,7,2,3,1,0,7900
1,2013,2,16,5.83,2,1,1,40,11500
1,2013,2,42,16.13,1,1,2,564,339500
1,2001,2,26,16.13,1,0,1,0,12500
1,1998,2,17,7,2,1,1,90,7500
1,2017,2,16,7,2,1,1,90,24900
1,2019,1,20.17,8,1,1,1,250,49385
1,2019,1,20.17,8,1,1,1,250,48060
1,2019,1,21,8.33,1,1,1,250,41260
1,2010,2,22,7.67,1,1,1,200,38900
1,2018,1,21,8.5,2,1,1,40,23999
1,2012,2,29,10.33,1,1,1,350,85900
1,2003,2,29,9.67,1,1,2,700,34900
1,1998,2,27.2,9.33,1,1,2,600,17500
1,2015,2,25,8.5,1,1,1,550,125000
1,2016,2,19.08,8.17,2,1,1,200,49995
1,2017,1,16.33,6,2,0,1,25,10565
1,2001,2,41.5,13.83,1,1,2,750,129995
1,1979,2,14,16.13,2,0,1,30,3995
1,1970,2,23,16.13,1,0,1,225,8000
1,2014,2,18,1,1,1,1,36,10495
1,2017,1,16.33,6,2,0,1,25,9297
1,2018,1,16.33,6,2,0,1,25,10765
1,2019,1,20.17,8,1,1,1,250,48385
1,2019,1,17.33,7.5,1,1,1,115,27075
1,1993,2,30,1,1,1,2,0,19999
1,1993,2,28,9.5,1,1,1,330,13900
1,1999,2,53,15.33,1,2,2,900,239000
1,2011,2,21.33,7.75,1,1,1,200,23450
1,2013,2,18.67,7.83,1,1,1,150,18850
1,1996,2,24,16.13,2,0,1,150,6850
1,1983,2,56,18.17,1,2,2,0,299900
1,2018,1,21,8.5,1,1,1,150,52839
1,2018,1,21,8.5,1,1,1,150,51600
1,1985,2,19,7.58,1,1,1,260,8900
1,1987,2,23,8.5,1,1,1,205,8995
1,1996,2,23,8.5,1,1,1,330,15995
1,2006,2,19.56,7.58,1,1,1,405,15995
2,2005,2,38,9,3,2,1,20,249000
1,2019,1,21,8.33,1,1,1,250,41260
1,2014,2,38,12,1,1,3,1050,369000
1,1993,2,33.5,11.42,1,1,2,660,29000
1,2019,1,19.83,7.83,1,0,1,150,35180
1,2015,2,16,6.75,2,1,1,60,16900
1,2017,1,16.08,6,2,0,1,0,10897
1,2007,2,14,5.83,2,1,1,25,3995
1,2017,1,21.42,8.5,2,0,1,150,28047
1,1994,2,44,13.92,1,2,2,584,85000
1,2019,1,13.83,4.42,2,0,1,0,919
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,9.83,4.33,2,0,1,0,789
1,2019,1,13.83,4.42,2,0,1,0,919
1,2019,1,15,5,2,0,1,0,1449
1,2019,1,9.83,4.33,2,0,1,0,789
1,2019,1,15,5,2,0,1,0,1449
1,2019,1,15,5,2,0,1,0,1449
1,2019,1,9.83,4.33,2,0,1,0,789
1,2019,1,9.83,4.33,2,0,1,0,789
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,15,5,2,0,1,0,1449
1,2019,1,9.83,4.33,2,0,1,0,789
1,2019,1,15,5,2,0,1,0,1449
1,2019,1,9.83,4.33,2,0,1,0,789
1,2019,1,13.83,4.42,2,0,1,0,919
1,2019,1,9.83,4.33,2,0,1,0,789
1,2019,1,13.83,4.42,2,0,1,0,919
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,9.83,4.33,2,0,1,0,789
1,2019,1,13.83,4.42,2,0,1,0,919
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,15,5,2,0,1,0,1449
1,2019,1,9.83,4.33,2,0,1,0,789
1,1986,2,24,8.5,1,1,1,0,15900
1,1999,2,55,19.67,2,2,2,600,550000
1,2018,2,17,7,2,1,1,115,25900
1,2019,1,33.33,9.83,1,1,2,700,284900
1,2019,1,28.33,9.83,1,1,2,400,99995
1,2019,1,33.33,9.83,1,1,2,700,284900
1,2019,1,28.33,9.83,1,1,2,400,99995
1,2019,1,21,8.33,1,1,1,150,41295
1,2019,1,21,8.33,1,1,1,250,41260
1,2019,1,21,8.33,1,1,1,250,41260
1,2018,1,19.33,7.75,1,0,1,115,26700
1,2018,1,18.33,8.17,1,0,1,150,45835
1,2018,1,18.83,7.75,1,0,1,150,38220
1,2018,1,18.42,7.83,1,0,1,150,31680
1,2018,1,21,8.33,1,0,1,250,37710
1,2019,1,33.33,9.83,1,1,2,700,264900
1,2019,1,33.33,9.83,1,1,2,0,299900
1,2019,1,33.33,9.83,1,1,2,700,284900
1,2019,1,41,11.92,1,1,4,1400,513245
1,2019,1,41,11.92,1,1,4,1400,574995
1,2019,1,41,11.92,1,1,4,1400,568245
1,2019,1,18.5,7.58,1,0,1,115,30700
1,2017,1,19.92,8.5,1,0,1,0,33397
1,2017,1,21,8.33,1,1,1,150,36297
1,2019,1,33.33,9.83,1,1,2,0,299900
1,2019,1,33.33,9.83,1,1,2,700,264900
1,2019,1,41,11.92,1,1,4,1400,568245
1,2019,1,33.33,9.83,1,1,2,700,284900
1,2019,1,28.33,9.83,1,1,2,400,99995
1,2019,1,41,11.92,1,1,4,1400,513245
1,2019,1,41,11.92,1,1,4,1400,574995
1,2019,1,21,8.33,1,1,1,250,41260
1,2019,1,19.83,7.83,1,1,1,200,33595
1,2019,1,18.5,7.58,1,0,1,115,30975
1,2019,1,21,8.33,1,1,1,250,41260
1,2019,1,28.33,9.83,1,1,2,400,99995
1,2019,1,33.33,9.83,1,1,2,0,299900
1,2019,1,18.42,7.83,1,0,1,115,27865
1,2019,1,33.33,9.83,1,1,2,700,284900
1,2019,1,41,11.92,1,1,4,1400,574995
1,2018,1,18.33,8.17,1,0,1,150,42130
1,2019,1,18.5,7.58,1,0,1,90,29405
1,2019,1,19.33,7.75,1,0,1,90,25880
1,2019,1,21,8.33,1,1,1,250,41510
1,2019,1,33.33,9.83,1,1,2,700,284900
1,2019,1,41,11.92,1,1,4,1400,568245
1,2019,1,21,8.33,1,1,1,225,47095
1,2019,1,41,11.92,1,1,4,1400,574995
1,2019,1,33.33,9.83,1,1,2,0,299900
1,2019,1,33.33,9.83,1,1,2,700,264900
1,2019,1,41,11.92,1,1,4,1400,513245
1,2019,1,28.33,9.83,1,1,2,400,99995
1,2018,1,21,8.33,1,0,1,250,40110
1,2019,1,19.83,7.83,1,1,1,200,35195
1,2019,1,18.42,7.83,1,0,1,150,31810
1,2018,1,19.33,7.75,1,0,1,115,25260
1,2019,1,18.33,8,1,1,1,0,32495
1,2000,2,35,13.25,1,1,2,620,89900
1,2019,1,20.58,8.33,1,1,1,0,41695
1,2019,1,20.58,8.33,1,1,1,0,42795
1,2019,1,21.5,8.5,1,1,1,0,47795
1,2019,1,21.5,8.5,1,1,1,0,48995
1,2019,1,21.5,8.5,1,1,1,0,53495
1,2019,1,24,8.75,1,1,1,0,71095
1,2019,1,24,8.75,1,1,1,0,85195
1,2019,1,29.17,10.5,1,1,1,0,161416
1,2019,1,31,10.5,1,1,1,0,192679
1,1999,2,23.17,8.5,1,1,1,0,15900
1,2019,1,24,8.5,2,1,1,150,42995
1,2019,1,24,8.5,2,1,1,0,39995
1,2014,2,24,16.13,1,1,1,300,89900
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,21,8.33,1,1,1,250,41260
1,2018,1,22,1,2,1,1,115,27700
1,2018,1,20,8.5,2,1,1,90,25100
1,2018,1,20,8.5,2,1,1,90,24999
1,2006,2,37.5,12,1,1,2,740,99900
1,1978,2,40,13,1,1,2,700,49900
1,2019,1,17.33,7.5,1,1,1,115,27625
1,2019,1,21.42,8.25,2,0,1,150,28340
1,2019,1,15,5,2,0,1,0,1449
1,2016,2,20.33,7.83,1,1,1,0,38500
1,2008,2,13,5.92,1,1,1,40,9500
1,2019,1,15.17,6.5,1,0,1,60,17770
1,2019,1,17.33,7.5,1,1,1,115,26460
1,2019,1,11.92,4.33,2,0,1,0,849
1,2001,2,33.5,11.42,1,1,2,620,69900
2,1983,2,37.5,12.42,1,2,1,0,85000
1,1984,2,26,8.5,1,1,1,260,7900
1,2014,2,22,8.5,1,1,1,250,76500
2,1965,2,44,12,1,2,1,96,57500
1,2013,2,26,8.5,2,1,1,150,51900
1,2012,2,25,8.5,1,1,2,350,90000
1,2019,1,13.83,4.42,2,0,1,0,919
1,2018,1,9.17,3.83,1,1,1,0,6999
1,2016,2,29.42,9.5,1,1,2,900,134900
1,2000,2,56,15.5,1,2,2,0,299000
1,2017,2,33,9.83,1,1,2,700,259000
1,2019,1,20,7.92,2,1,1,0,39874
1,2019,1,9.83,4.33,2,0,1,0,789
1,2019,1,9.83,4.33,2,0,1,0,789
1,2019,1,10.33,3.75,9,1,1,0,8799
1,2019,1,11,4,9,1,1,0,11199
1,2019,1,19.42,7.75,1,1,1,150,33980
1,2019,1,21,8.33,1,1,1,250,41260
1,2019,1,17.33,7.5,1,1,1,115,27575
1,2019,1,9.83,4.33,2,0,1,0,789
1,2019,1,9.83,4.33,2,0,1,0,789
1,2018,1,19,7.83,1,1,1,0,34210
1,1998,2,20,16.13,1,1,1,135,5495
1,1992,2,19,8.5,1,1,1,120,3995
1,2018,1,17.67,8,2,1,1,0,27479
1,2009,2,24,8.5,1,1,1,0,16500
1,2018,1,21,8.33,1,0,1,250,40060
1,2019,1,21.42,8.5,1,0,1,225,56385
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,19.42,7.75,1,1,1,150,33980
1,2017,2,25,8.5,1,1,1,300,63900
1,2019,1,19,8.5,1,1,1,0,29900
1,2019,1,18.5,7.58,1,1,1,115,31910
1,2007,2,21,8,1,1,1,200,27900
1,1986,2,34,12.5,1,1,2,700,28500
1,2018,1,26.17,8.5,2,1,1,150,37730
1,2019,1,20.17,8,1,1,1,250,48655
1,2004,2,22,8,1,1,2,234.9,24900
1,2019,1,11.6,4,1,1,1,300,16599
1,2019,1,9.17,3.83,1,1,1,0,6999
1,1988,2,18,7.5,1,1,1,175,9995
1,2000,2,23,8.5,1,1,2,270,29900
1,2019,1,24.5,9,1,1,1,0,81395
1,2018,1,18.67,7.67,2,1,1,0,29952
1,2018,1,24.17,8.5,2,1,1,0,40245
1,2014,2,21,8,1,1,1,220,29900
1,2019,1,15,5,2,0,1,0,1449
1,2019,1,19.83,7.83,1,1,1,200,35145
1,2019,1,17.33,7.5,1,1,1,115,26460
1,2010,2,29,8,1,1,1,220,79995
1,2010,2,31,10.42,1,1,2,520,119900
1,2019,1,20.17,8,1,1,1,250,48655
1,2014,2,21,8.5,1,1,1,300,64000
1,2013,2,24,16.13,1,1,1,250,50000
1,2019,1,17.33,7.5,1,1,1,115,27625
1,2019,1,21,8.33,1,1,1,300,51750
1,2019,1,19.33,7.83,1,1,1,200,42145
1,2016,2,27,8.5,1,2,1,200,166000
1,2016,2,40,12.67,1,2,2,740,425000
1,2019,1,21,8.33,1,1,1,250,41260
1,2019,1,21.58,8.33,1,1,1,250,65615
1,2018,1,17.58,8.08,2,0,1,150,30315
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,14.16,5.67,2,1,1,0,2399
1,1985,2,30,10.5,1,3,1,520,18900
1,2019,1,18,16.13,2,1,1,60,21119
1,1980,2,50,16.4,1,2,1,550,139000
1,2016,2,25,16.13,1,1,1,500,80000
1,2012,2,34,14,2,1,1,700,349500
1,2006,1,34.83,10,3,1,3,750,95000
1,1982,2,35,13,1,1,2,500,22499
1,2019,1,22,8.33,1,1,1,250,54995
1,2008,2,10,4,1,1,1,255,6950
1,2018,2,11,4,9,1,1,0,12900
1,2011,2,10,4.08,1,1,1,130,5500
1,1997,2,20,8.33,1,1,1,150,10995
1,1999,2,35,13,1,1,2,660,74900
1,2019,1,18.42,7.83,1,0,1,115,29660
1,2018,1,18.33,7.5,2,1,1,0,23688
1,2018,1,19.83,7.83,1,0,1,150,32730
1,2018,1,16.08,6,2,0,1,0,4575
1,2018,1,19.5,7,2,0,1,90,23735
1,2018,1,16.17,5.83,2,1,1,0,10825
1,2017,1,17.5,7.17,2,1,1,0,17695
1,2017,1,19.33,7.67,2,1,1,0,27495
1,2014,2,21,8.42,1,1,1,0,28900
1,2000,2,17.25,7.17,1,1,1,115,30000
1,2002,2,48,12.92,1,2,2,960,259000
1,2019,1,17.33,7.5,1,1,1,115,27575
1,2001,2,24,8.5,1,1,1,250,14999
1,1999,2,30,10.33,1,1,2,500,19997
1,2019,1,20,8.33,1,1,1,150,56777
1,2019,1,19,8.17,1,1,1,180,34899
1,2006,2,24,8.5,1,1,1,0,15000
1,2018,1,19.66,8.17,2,1,1,50,47999
1,2018,1,18.66,16.13,2,1,1,50,16499
1,2018,1,18.66,7.92,2,1,1,50,28999
1,2018,1,18.66,7.92,2,1,1,50,28999
1,2018,1,18.75,7.92,2,1,1,175,32999
1,2018,1,18,1,2,1,1,150,45999
1,1999,2,18,7.5,1,1,1,0,8999
1,2008,2,22,8.33,1,1,1,0,39999
1,2007,2,22,1,2,1,1,60,19999
1,1989,2,17,8,1,1,1,0,12900
1,2018,1,18.66,1,2,1,1,50,49260
1,2018,1,14.5,16.13,2,1,1,0,16081
1,2018,1,14,6.33,2,1,1,40,16399
1,2018,1,16,16.13,1,1,1,0,2199
1,2018,1,18.75,7.92,2,1,1,150,39999
1,2018,1,17.66,7.83,2,1,1,150,37710
1,2002,2,24,8.5,1,1,1,220,19900
1,1974,2,20,7.5,1,1,1,0,12900
1,2018,1,24.16,16.13,2,1,1,90,37999
1,2018,1,24,8.5,2,1,1,90,36499
1,2018,1,23,16.13,2,1,1,0,35499
1,2018,1,23,16.13,2,1,1,150,40999
1,2018,1,24.16,16.13,2,1,1,90,44999
1,2018,1,23,8.42,2,1,1,40,33999
1,2018,1,23,8.42,2,1,1,150,39499
1,2018,1,21,8.5,1,1,1,0,41999
1,2017,1,22,8.5,2,1,1,90,32999
1,2017,1,24,8.42,2,1,1,200,62999
1,2015,2,18,7.67,1,1,1,0,24999
1,2006,2,24,8.5,1,1,1,0,42999
1,2003,2,19.5,8.08,1,1,1,0,9999
1,1997,2,20,1,1,1,1,0,5999
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,11.92,4.33,2,0,1,0,849
1,2018,1,10.25,3.58,9,1,1,0,6999
1,2006,2,30,16.13,1,1,2,500,85000
1,2019,1,20.17,8.5,1,1,1,200,45859
1,2019,1,20.17,8.5,1,1,1,200,45859
1,2019,1,20.17,8.5,1,1,1,200,41423
1,2019,1,19.42,8.5,1,0,1,150,39195
1,2019,1,21.08,8.5,1,1,1,200,44735
1,2019,1,21.08,8.5,1,1,1,150,41395
1,2019,1,21.5,8.5,1,0,1,250,44635
1,2019,1,21.08,8.5,1,1,1,150,38085
1,2019,1,21.08,8.5,1,1,1,200,42275
1,2019,1,21.5,8.5,1,0,1,250,45285
1,2019,1,19.42,8.5,1,0,1,150,37735
1,2019,1,19.42,8.5,1,0,1,150,37735
1,2019,1,19.42,8.5,1,0,1,150,36635
1,2019,1,21.08,8.5,1,1,1,150,38935
1,2019,1,21.08,8.5,1,1,1,200,46715
1,2019,1,21.08,8.5,1,1,1,200,38980
1,2019,1,19.42,8.5,1,0,1,115,37195
1,2019,1,19.42,8.5,1,0,1,150,36735
1,2019,1,19.42,8.5,1,0,1,150,36735
1,2019,1,19.42,8.5,1,0,1,150,39195
1,2019,1,19.42,8.5,1,0,1,150,39395
1,2019,1,21.5,8.5,1,0,1,250,45485
1,2019,1,21.5,8.5,1,0,1,250,45385
1,2019,1,19.42,8.5,1,0,1,150,40195
1,2019,1,19.42,8.5,1,0,1,150,37435
1,2019,1,21.08,8.5,1,1,1,200,42475
1,2019,1,21.5,8.5,1,0,1,250,45285
1,2019,1,21.08,8.5,1,1,1,200,44735
1,2019,1,19.42,8.5,1,0,1,115,34735
1,2019,1,19.42,8.5,1,0,1,150,39195
1,2018,1,17.33,7.5,1,1,1,115,26540
1,2010,2,28,16.13,1,1,2,0,99317
1,2012,2,18.42,7.17,2,1,1,0,16499
1,1977,2,34,11.25,1,2,1,450,80000
1,2018,1,11.92,4.33,2,0,1,0,679
1,2019,1,15.17,6.5,1,0,1,40,16340
1,2019,1,15,5,2,0,1,0,1449
1,1989,2,63,17.67,1,2,2,2100,329900
1,2001,2,36.58,12.75,1,1,2,0,149000
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,13.83,4.42,2,0,1,0,919
1,2019,1,17.33,7.5,1,1,1,115,27075
1,2019,1,33.33,9.83,1,1,2,700,264900
1,2019,1,33.33,9.83,1,1,2,0,299900
1,2019,1,41,11.92,1,1,4,1400,568245
1,2019,1,41,11.92,1,1,4,1400,574995
1,2019,1,41,11.92,1,1,4,1400,513245
1,2019,1,33.33,9.83,1,1,2,700,264900
1,2019,1,33.33,9.83,1,1,2,0,299900
1,2019,1,41,11.92,1,1,4,1400,513245
1,2019,1,41,11.92,1,1,4,1400,568245
1,2019,1,41,11.92,1,1,4,1400,574995
1,2018,1,23,16.13,2,1,1,250,59995
1,2018,1,23,8.5,2,1,1,150,53995
1,2017,1,18.08,7,2,0,1,0,5469
1,2017,1,25.33,8.5,2,0,1,200,53067
1,2003,2,56,15.33,1,2,2,1350,334000
1,2018,1,23.33,8.5,1,0,1,150,85810
1,2019,1,18.5,7.58,1,0,1,90,28540
1,2018,1,19.33,7.83,1,1,1,200,38715
1,2019,1,18.5,7.58,1,0,1,90,29510
1,2018,1,23.33,8.5,1,0,1,150,85870
1,2019,1,15,5,2,0,1,0,1449
1,2019,1,20.33,8.33,1,0,1,150,51975
1,2019,1,19.33,7.75,1,0,1,115,27610
1,2000,2,28,9.5,1,1,2,500,23900
1,2014,2,18,7,1,1,1,115,16999
1,1984,2,54,16.92,1,2,2,0,229000
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,9.83,4.33,2,0,1,0,789
1,2018,1,18.67,7.83,1,1,1,150,38380
1,2019,1,17,6.5,2,1,1,40,16365
1,2019,1,9.83,4.33,2,0,1,0,789
1,2019,1,9.83,4.33,2,0,1,0,789
1,1996,2,28,19,1,1,2,380,23500
1,2019,1,24,8.5,2,1,1,0,39995
1,2019,1,24,8.5,2,1,1,0,33995
1,2019,1,17.33,7.5,1,1,1,115,26460
1,1982,2,36,12.5,1,1,2,700,67400
2,2003,2,38,13.17,1,2,1,54,219000
1,2019,1,9.83,4.33,2,0,1,0,789
1,2019,1,21,8.33,1,1,1,250,41260
1,2019,1,22,8.5,2,1,1,115,33995
1,2019,1,24,8.5,2,1,1,0,33995
1,2008,2,19,8.5,1,1,1,225,16995
1,2008,2,29.58,9.92,1,1,2,640,99000
1,2015,2,24.5,8.5,1,1,1,0,98900
1,2019,1,11.92,4.33,2,0,1,0,849
1,2019,1,20.17,8,1,1,1,250,47990
1,2019,1,18.42,7.83,1,0,1,115,29610
1,2019,1,13.83,4.42,2,0,1,0,919
1,1965,2,16,16.13,9,1,1,220,7777
1,1995,2,43,16.13,1,2,2,880,55000
1,1998,2,27,8.5,1,1,1,0,17400
1,2014,2,35,11.33,1,1,2,600,225000
1,2010,2,26,8.5,1,1,1,300,59000
1,2009,2,27,8.5,1,1,1,300,42500
1,2019,1,19.33,7.83,1,1,1,200,40025
