1998,29,10.17,2,0,44900
2016,23,8.5,1,0,29999
2013,17,16.13,1,0,14500
2019,20,8.5,1,0,21491
2019,18,7.58,1,0,34995
1999,21,8.5,1,0,7995
2005,23,8.5,1,0,39900
2006,17,16.13,1,0,9995
2008,33,16.13,2,0,129000
2017,16,16.13,1,0,18995
2020,20,8,1,0,85443
2014,18,16.13,1,0,26995
2019,20,8,1,0,21163
2020,24,8.5,1,0,195111
2018,22,16.13,1,0,32971
1988,28,9.75,1,0,20000
2003,18,16.13,1,0,9995
2018,22,8.33,1,0,41495
2020,19,8.17,1,0,35788
2005,52,15.5,2,0,409000
2005,26,16.13,1,0,34995
2007,21,8,1,0,29495
2012,36,11.25,2,0,194999
2004,32,16.13,2,0,74900
1986,32,16.13,2,0,21995
1995,21,8,1,0,9995
2019,21,102,1,0,132056
2020,20,8,1,0,85899
2004,19,8.08,1,0,13995
2014,33,10.83,2,0,199900
2003,46,16.13,2,0,224900
1987,48,15,2,0,119995
2019,24,16.13,1,0,39491
1962,30,11,2,0,17200
2000,26,16.13,1,0,24599
2020,20,8,1,0,43763
2006,26,16.13,1,0,45000
2014,22,16.13,1,0,22995
2019,20,8,1,0,45447
2018,17,6.42,1,0,12995
2019,21,16.13,1,0,34471
2003,18,16.13,1,0,10995
2015,45,16.13,2,0,648995
2001,23,8.5,1,0,16900
1987,36,16.13,1,0,59950
2013,45,16.13,2,0,569995
2019,20,9,1,0,45258
2019,24,8.5,1,0,37491
2014,24,8.5,1,0,73900
2015,23,16.13,1,0,17995
2017,48,16.13,2,0,699999
2019,25,9,1,0,79598
2019,30,10,2,0,316237
2013,18,16.13,1,0,12995
1990,30,9.58,1,0,19000
2018,21,16.13,2,0,39999
2017,17,16.13,1,0,25995
2017,19,16.13,1,0,36995
2016,19,16.13,1,0,32995
2005,21,7.75,1,0,19995
2020,19,8,1,0,53400
2019,20,8.5,1,0,33799
2020,22,8.5,1,0,147300
2018,60,16.4,2,0,1799900
2019,21,8.17,1,0,121693
2020,39,12.67,2,0,623573
2017,24,16.13,1,0,44900
2019,24,8.5,1,0,46439
2019,24,9,1,0,67653
1994,27,16.13,1,0,17500
1984,31,10,2,0,13900
2019,39,12.08,4,0,797000
2019,18,8.5,1,0,19941
1981,30,11.33,2,0,13900
2002,26,8.5,1,0,24999
2019,29,9.5,2,0,203569
1996,46,14,2,0,119900
2019,22,9,1,0,49519
2004,57,15.33,2,0,399000
2017,25,8.5,1,0,114900
1993,33,11.42,2,0,24900
2015,19,16.13,1,0,24999
2019,16,6.56,1,0,19901
2007,21,16.13,1,0,34900
2019,22,9,1,0,54842
2018,18,16.13,1,0,18250
2020,22,8.33,1,0,58914
2019,37,12,2,0,390764
2001,18,16.13,1,0,3995
2019,50,15,2,0,1563546
1999,33,10.17,2,0,23000
1997,23,16.13,1,0,11000
1987,53,15.83,2,0,279900
2016,18,16.13,1,0,23995
2005,25,16.13,1,0,26995
2016,19,8.08,1,0,33995
2005,42,16.13,2,0,385000
2006,32,16.13,2,0,99500
2019,20,9,1,0,43237
2009,48,16.13,2,0,499000
2019,35,11,3,0,515651
2004,29,9.5,2,0,52500
2011,45,14.75,2,0,549900
2019,22,8.5,1,0,31106
2019,22,8.5,1,0,130711
2019,22,8.4,1,0,54886
2008,62,16.13,2,0,629900
2004,20,16.13,1,0,26995
2019,21,9,1,0,67741
1997,24,16.13,1,0,13900
2019,25,16.13,3,0,459900
2015,20,16.13,1,0,17995
2020,22,8.42,1,0,69646
2019,21,8.17,1,0,113605
2019,19,7.11,1,0,41239
1995,45,16.13,2,0,94900
1996,19,16.13,1,0,13500
2018,20,16.13,2,0,69542
2017,22,16.13,1,0,28999
1994,27,16.13,2,0,18495
2008,28,16.13,2,0,65995
2016,35,11.33,2,0,298500
2018,28,9,2,0,164900
2015,17,16.13,1,0,22995
1987,23,16.13,1,0,7900
1994,28,10,2,0,19995
1997,40,16.13,2,0,94900
1995,26,16.13,2,0,22000
2009,22,16.13,1,0,28000
2014,24,16.13,1,0,99995
2015,27,16.13,2,0,139900
2019,24,8.5,1,0,45799
2019,23,8.5,1,0,181876
2019,24,8.5,1,0,46439
2003,35,16.13,2,0,79900
1994,37,12.33,2,0,41900
2006,24,8.5,1,0,34900
2008,27,8,1,0,53995
2019,24,9,1,0,67071
2019,26,8.5,1,0,190390
2004,59,16.5,2,0,579000
1993,44,13,2,0,84900
1993,24,8.5,1,0,12950
2019,21,9,1,0,65816
1988,24,8,1,0,6500
2004,18,16.13,1,0,9500
2019,20,9,1,0,44395
2019,21,9,1,0,61897
1988,32,16.13,2,0,32500
2000,32,16.13,2,0,36999
2006,21,16.13,1,0,7995
2017,18,16.13,1,0,29999
2006,37,13,2,0,139900
2018,17,16.13,1,0,24536
2020,54,15.5,2,0,1909953
2002,17,16.13,1,0,7995
2020,21,8.33,2,0,68878
2016,35,16.13,2,0,229995
2000,42,13.83,2,0,119900
2020,21,8.33,2,0,62126
2003,36,11.42,2,0,74900
2017,18,16.13,1,0,30900
2019,22,8.5,1,0,33762
2017,22,8.5,1,0,42900
2002,35,16.13,2,0,79900
2016,40,13.5,2,0,499000
2019,22,9,1,0,54176
1986,36,13,2,0,32000
2019,20,9,1,0,47377
2019,54,16,2,0,2031976
1987,34,16.13,2,0,27995
2005,20,16.13,1,0,5981
2012,19,8.08,1,0,22995
2009,42,13.5,2,0,239900
2017,25,16.13,2,0,74997
2009,27,16.13,1,0,54900
2008,20,8.5,1,0,14995
1996,28,9.17,2,0,26500
2000,20,7.67,1,0,9000
2002,21,16.13,1,0,17995
2019,42,14,2,0,905668
2019,20,8.4,1,0,47005
1983,35,13.08,2,0,29995
2008,24,16.13,1,0,35900
1999,21,16.13,1,0,14900
1987,31,8,2,0,19900
1995,37,16.13,2,0,59900
2020,19,8.5,1,0,45004
2019,20,8,1,0,46717
2015,20,16.13,1,0,14995
2019,24,8.5,1,0,37532
2001,24,16.13,1,0,11995
2009,20,7.58,1,0,14995
2019,33,11,2,0,362176
2019,46,16.13,2,0,1141207
2020,21,8.42,1,0,57227
2005,20,16.13,1,0,17895
2019,23,8.6,1,0,71756
1989,25,9.42,1,0,12495
1990,24,8,1,0,17000
2007,22,16.13,1,0,27500
2020,19,8,1,0,54994
2019,23,8.6,1,0,77847
2020,20,8.33,1,0,49321
2014,19,16.13,1,0,24995
2000,20,16.13,1,0,8900
2019,20,8,1,0,21163
2017,23,8.5,1,0,29995
2019,24,8.5,1,0,37532
1990,37,13,2,0,39995
2001,26,8.5,1,0,21900
2015,29,9.42,1,0,99900
2008,18,16.13,1,0,13495
1989,39,13.92,2,0,34900
2019,21,9,1,0,54264
2020,18,8.33,1,0,44486
2020,21,8.33,2,0,57833
2008,20,7.92,1,0,39900
2006,53,15.08,2,0,449000
2006,21,16.13,1,0,12900
2019,18,8.5,1,0,17946
2018,25,16.13,1,0,55995
2019,22,8.5,1,0,34431
2003,18,16.13,1,0,6900
2001,28,16.13,1,0,34900
2016,35,11.33,2,0,280000
2007,29,10,2,0,79000
2008,22,16.13,1,0,24995
2004,44,16.13,2,0,324900
1998,52,16.13,2,0,325000
1998,37,16.13,2,0,69900
2020,16,7.08,1,0,38571
2004,21,8,1,0,17995
2019,20,102,1,0,81166
2019,20,8.5,1,0,40804
1979,31,16.13,2,0,59900
1986,47,16.13,2,0,199999
2019,22,8.5,1,0,34791
1976,24,8,2,0,39995
2019,22,16.13,1,0,38390
2005,23,16.13,1,0,17500
